Município;AIDS - Ações Estratégicas;Acomp. Pac. Saúde Mental - Ações Estratégic. - SIA;Acomp. de paciente - Ações Estratégicas - SIA;Acomp. pós transplante - Ações Estratégicas;Acompanh. a def. auditivo - Ações Estratégicas;Aids - Ações Estratégicas - AIH;Angioplastia endovascular - SIH;Anvisa - Taxa de fiscalização;Apoio à população indígena;Assistência domiciliar - Ações Estratégicas SIA;Assistência pré-natal - AIH;CAPS I - Incent. Cust. Centros At. Psicossocial;Campanha de vacinação do idoso;Central de Regulação - Ações Estratégicas;Central de Regulação - Ações Estratétgicas - SIA;Câncer de colo uterino - Ações Estratégicas;Deformidade crânio-facial - Ações Estrategicas;Epidemiologia e controle de doenças;Epidemiologia e controle de doenças (adicional);Epilepsia - SIH;Farmácia básica;Financ aos Centros de Referência Saúde Trabalhador;Fisioterapia -  - Ações Estratégicas SIA;Gastroplastia - Ações Estratégicas;Geriatria - Ações Estratégicas - AIH;Gestão plena do sistema estadual (NOAS);Gestão plena sistema municipal - média complex;Inc. Apoio Lab. Monitoramento do AEDES AEGYPTI;Inc. Fortalecimento Gestão de Vigilância em Saúde;Inc. Hosp. Subsist. Vig. Ep. en Âmbito Hospitalar;Incent. Prog. Nacional de HIV/AIDS e outras DST;Incentivo Adicional ao CEO;Incentivo CNRAC - Ações Estratégicas - SIA;Incentivo Estabelecimento de Parcerias com as OSC;Incentivo a ações básicas vigilância sanitária;Incentivo fortalec lab centr saúde pública - LACEN;Incentivo para Casa de Apoio HIV/AIDS;Incentivo à Farmácia Popular do Brasil;Incentivo à Saúde no Sistema Penitenciário;Incentivo à saúde bucal;Leucemia mielóide - SIA;MAC vigilância sanitária;Medicamentos dos Grupos AR 0,95;Medicamentos dos Grupos HD 1,15;Medicamentos excepcionais pacientes crônicos;Medicamentos para saúde mental;Multirão de Cirurgias Eletivas Média Complexidade;Neonatal - Ações Estratégicas- SIA;Neurocirurgia - SIH;Ortodontia - Ações Estratégicas;Osteogenesis Imperfecta - AIH;Patologia clínica - Ações Estratégicas SIA;Piso de atenção básica - fixo;Programa Farmácia Popular do Brasil;Programa agentes comunitários de saúde;Programa de Especialidade Odontológica;Programa de Saúde da Família;Pré-natal - Ações Estratégicas;Prótese Dentária - Ações Estratégicas - SIA;Psicodiagnóstico - Ações Estratégicas SIA;Queimados - Ações Estratégicas;Reabilitação - Ações Estratégicas;Registro Civil e Nascimento - AIH;Registro de Câncer de Base Populacional - RCBP;Serviços Atendimento Móvel de Urgências - SAMU;Terapia e psicoterapia - Ações Estratégicas SIA;Terapia renal substitutiva - SIA;Transplantes - Ações Estratégicas;Tuberculose - Ações Estratégicas;Total
352900 Marília;-;10303,8;-;17402,76;-;-;61255,49;1833,48;-;356,25;3520;-;3481,09;-;-;13930,4;-;37564,77;5426,91;-;28667,65;30000;252,52;-;-;-;186564,32;-;-;3000;19181,42;-;-;-;4583,69;-;-;-;-;47600;30494;2200,17;17092,95;20691,47;-;-;-;97,5;-;-;-;-;238351,75;10000;120400;8800;151200;2270;-;-;342,82;-;85;-;71500;4759,27;352530,72;46224,2;8,4;1551972,8
352910 Marinópolis;-;-;-;-;-;-;-;18,85;-;-;-;-;90,09;-;-;-;-;292,81;-;-;306,35;-;-;-;-;-;-;-;-;-;-;-;-;-;47,13;-;-;-;-;1700;-;18,85;178,13;215,63;-;-;-;-;-;-;-;-;2450,5;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12468,34
352920 Martinópolis;-;-;-;-;-;-;-;200,18;-;-;-;-;414,46;-;-;-;-;4199,56;-;-;3185,74;-;-;-;-;-;-;-;-;-;-;-;-;-;500,44;-;-;-;-;-;-;200,18;1877,6;2272,88;-;-;-;-;-;-;-;-;26165,75;-;7350;-;18900;-;-;-;-;-;-;-;-;-;-;-;-;65266,79
352930 Matão;-;-;-;-;-;-;-;640,44;-;-;-;-;987,2;-;-;-;-;13467,83;-;-;10210,89;-;-;-;-;-;-;-;-;-;-;-;-;-;1601,1;-;-;-;-;-;-;640,44;6011,05;7276,53;-;-;-;-;-;-;-;-;83325,67;-;10850;8800;51600;-;-;-;-;-;-;-;-;-;-;-;-;195411,15
352940 Mauá;-;15805;-;-;-;380;-;3385,35;-;1333,8;9200;-;3466,11;-;-;8860,6;-;63756,45;-;-;52863,39;-;521,56;-;-;-;1132682,32;-;41772,5;3000;30610,17;-;-;-;8463,38;-;-;-;-;28900;-;4062,42;31546,49;38187,86;-;-;-;193,5;-;-;-;-;440095,5;-;73850;8800;162000;3270;-;-;-;-;520;-;109000;11052,09;-;-;575,4;2288153,89
352950 Mendonça;-;-;-;-;-;-;-;32,68;-;-;-;-;90,1;-;-;-;-;698,6;-;-;527,73;-;-;-;-;-;-;-;-;-;-;-;-;-;81,69;-;-;-;-;1700;-;32,68;308,04;372,89;-;-;-;-;-;-;-;-;4247,75;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;15242,16
352960 Meridiano;-;-;-;-;-;-;-;34,8;-;-;-;-;90,1;-;-;-;-;746,81;-;-;563,61;-;-;-;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;1700;-;34,8;328,46;397,61;-;-;-;-;-;-;-;-;4524;-;2800;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;16707,19
352965 Mesópolis;-;-;-;-;-;-;-;15,88;-;-;-;-;90,09;-;-;-;-;258,28;-;-;261,94;-;-;-;-;-;-;-;-;-;-;-;-;-;39,17;-;-;-;-;1700;-;15,88;149,55;181,03;-;-;-;-;-;-;-;-;2036,67;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;11898,49
352970 Miguelópolis;-;-;-;-;-;-;-;166,91;-;-;-;-;256,78;-;-;-;-;3549,16;-;-;2683,45;-;-;-;-;-;-;-;-;-;-;-;-;-;417,27;-;-;-;-;1700;-;166,91;1571,14;1901,91;-;-;-;-;-;-;-;-;21698,08;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;56611,61
352980 Mineiros do Tietê;-;-;-;-;-;-;-;105,23;-;-;-;-;203,23;-;-;-;-;1548,1;-;-;1651,24;-;-;-;-;-;-;-;-;-;-;-;-;-;263,06;-;-;-;-;1700;-;105,23;982,22;1189;-;-;-;-;-;-;-;-;13679,25;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;28926,56
353000 Mira Estrela;-;-;-;-;-;-;-;21,45;-;-;-;-;90,09;-;-;-;-;348,29;-;-;353,93;-;-;-;-;-;-;-;-;-;-;-;-;-;53,17;-;-;-;-;1700;-;21,45;202,67;245,33;-;-;-;-;-;-;-;-;3306,97;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13493,35
352990 Miracatu;-;-;-;-;-;-;-;-;-;-;-;-;290,6;-;-;-;-;3064,07;-;-;3222,18;-;-;-;-;-;-;-;-;-;-;-;-;-;510,85;-;-;-;-;1700;-;-;1910,61;2312,84;-;-;-;-;-;-;-;-;26564,42;-;8050;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;63825,57
353010 Mirandópolis;-;-;-;-;-;-;-;223,98;-;-;-;-;479,58;-;-;-;-;4812,43;972,6;-;3629,86;-;-;-;-;-;-;-;-;-;-;-;-;-;559,96;-;-;-;-;2550;-;223,98;2114,3;2559,42;-;-;-;-;-;-;-;-;29117,83;-;19250;-;13500;-;-;-;-;-;-;-;-;-;-;-;-;79993,94
353020 Mirante do Paranapanema;-;-;-;-;-;-;-;-;-;-;-;-;303,5;-;-;-;-;2210,38;-;-;2273,15;-;-;-;-;-;-;-;-;-;-;-;-;-;351,27;-;-;-;-;9350;-;-;1325,57;1604,63;-;-;-;-;-;-;-;-;19699,33;-;14350;-;40500;-;-;-;-;-;-;-;-;-;-;-;-;91967,83
353030 Mirassol;-;-;-;-;-;-;-;449,93;-;-;-;-;905,47;-;-;-;-;9205,96;-;-;7027,9;-;-;-;-;-;-;-;-;-;-;-;-;-;1124,81;-;-;-;-;1700;-;449,93;4193,14;5075,91;-;-;-;-;-;-;-;-;58490,25;-;4200;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;98223,3
353040 Mirassolândia;-;-;-;-;-;-;-;34,94;-;-;-;-;90,1;-;-;-;-;713,63;-;-;544,91;-;-;-;-;-;-;-;-;-;-;-;-;-;87,35;-;-;-;-;-;-;34,94;325,45;393,97;-;-;-;-;-;-;-;-;4542,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6767,71
353050 Mococa;-;19779,45;11200;-;-;-;-;584,04;-;-;1000;-;1093,56;-;-;286;-;8772,26;-;-;9321,4;-;195,88;-;-;-;327923,57;-;-;-;25000;-;-;-;1460,1;-;-;-;-;5100;-;700,85;5483,72;6638,18;-;-;-;-;-;-;-;-;75925,42;-;10150;-;31600;950;-;-;-;-;185;-;-;311,1;-;-;327,6;543988,13
353060 Mogi das Cruzes;-;-;-;-;-;-;-;-;-;-;-;-;4292,22;-;-;-;-;57680,32;-;-;47825,39;-;-;-;-;-;-;-;-;-;-;-;-;-;7624,85;-;-;-;-;-;-;-;28461,92;34453,9;-;-;-;-;-;-;-;-;396546,58;-;10850;-;32400;-;-;-;-;-;-;-;-;-;-;-;-;620135,18
353070 Mogi Guaçu;-;-;-;-;-;1050;-;1157,65;-;-;3360;-;1768,06;-;-;-;-;23676,15;-;-;18074,51;-;-;-;-;-;650609,74;-;-;-;-;-;-;-;2894,13;-;-;-;-;1700;-;1389,18;10787,09;13058,06;-;-;-;-;-;-;-;-;150494,5;-;60900;-;32400;-;-;-;-;-;-;-;-;-;-;-;-;973319,07
353080 Moji Mirim;-;-;-;-;-;-;-;766,15;-;222,3;1720;-;1392,47;-;-;615;-;11076,9;-;-;11909,7;-;564,04;-;-;-;310066,11;-;-;-;-;50000;-;-;1915,38;-;3600;-;-;-;-;919,38;7128,33;8629,03;-;-;-;41,5;-;-;-;-;99649,33;10000;33950;-;10800;1490;-;95,9;-;-;-;-;-;5884,44;-;-;155,4;572591,36
353090 Mombuca;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;426,5;-;-;448,8;-;-;-;-;-;-;-;-;-;-;-;-;-;71,4;-;-;-;-;-;-;-;266,71;322,86;-;-;-;-;-;-;-;-;4192,36;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13318,73
353100 Monções;-;-;-;-;-;-;-;16,99;-;-;-;-;90,09;-;-;-;-;273,75;-;-;280,36;-;-;-;-;-;-;-;-;-;-;-;-;-;42,13;-;-;-;-;-;-;16,99;160,55;194,35;-;-;-;-;-;-;-;-;2190,5;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;10415,71
353110 Mongaguá;-;-;-;-;-;40;-;-;-;-;1280;-;693,49;-;-;182;-;5030,92;-;-;5506,74;-;280,84;-;-;-;145020,69;-;-;-;-;-;-;-;940,98;-;-;-;-;-;-;-;3431,4;4153,8;-;-;-;-;-;-;-;-;48930,92;-;17500;-;21600;140;-;-;-;-;120;-;-;219,3;-;-;88,2;255159,28
353120 Monte Alegre do Sul;-;-;-;-;-;-;-;-;-;-;-;-;136,49;-;-;-;-;848,54;-;-;906,54;-;-;-;-;-;-;-;-;-;-;-;-;-;143,21;-;-;-;-;-;-;-;536,28;649,18;-;-;-;-;-;-;-;-;7446,83;-;3150;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;24617,07
353130 Monte Alto;-;-;-;-;-;-;-;383,65;-;-;560;-;802,52;-;-;180;-;5796,37;-;-;6160,69;-;125,08;-;-;-;139305,56;-;-;-;-;-;-;-;959,13;-;-;-;-;1700;-;460,38;3609,92;4369,9;-;-;-;58;-;-;-;-;49874,5;-;2100;-;5400;260;-;142,48;-;-;5;-;-;2406,72;-;-;12,6;224672,5
353140 Monte Aprazível;-;-;-;-;-;-;-;158,18;-;-;-;-;396,96;-;-;-;-;3410,67;-;-;2570,29;-;-;-;-;-;-;-;-;-;-;-;-;-;395,46;-;-;-;-;-;-;158,18;1494,59;1809,24;-;-;-;-;-;-;-;-;20563,83;-;1400;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;37757,4
353150 Monte Azul Paulista;-;-;-;-;-;-;-;172,63;-;-;320;-;323,83;-;-;157;-;3656,33;-;-;2767,05;-;47,2;-;-;-;81668,31;-;-;-;-;-;-;-;431,56;-;-;-;-;-;-;207,15;1623,31;1965,06;-;-;-;10;-;-;-;-;22441,25;-;-;-;-;480;-;-;-;-;50;-;-;1944,59;-;-;-;118265,27
353160 Monte Castelo;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;725,51;-;-;535,56;-;-;-;-;-;-;-;-;-;-;-;-;-;76,98;-;-;-;-;1700;-;-;298,14;360,91;-;-;-;-;-;-;-;-;4002,92;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;22090,12
353180 Monte Mor;-;-;-;-;-;110;-;372,68;-;-;320;-;467,12;-;-;155;-;5207,3;-;-;5633,24;-;-;-;-;-;142033,8;-;-;-;-;-;-;-;931,69;-;-;-;-;-;-;447,21;3434,57;4157,63;-;-;-;34;-;-;-;-;48447,75;-;-;-;-;450;-;545,26;-;-;15;-;-;903,33;-;-;-;213665,58
353170 Monteiro Lobato;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;499,47;-;-;506,96;-;-;-;-;-;-;-;-;-;-;-;-;-;78,38;-;-;-;-;-;-;-;295,77;358,03;-;-;-;-;-;-;-;-;4959,57;-;3150;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;20738,28
353190 Morro Agudo;-;-;-;-;-;-;-;233,7;-;-;-;-;314,63;-;-;-;-;4821,58;-;-;3673,18;-;-;-;-;-;-;-;-;-;-;-;-;-;584,25;-;-;-;-;3400;-;233,7;2182,63;2642,13;-;-;-;-;-;-;-;-;30381;-;3850;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;63116,8
353200 Morungaba;-;-;-;-;-;-;-;91,48;-;-;-;-;136,62;-;-;51;-;1339,45;-;-;1434,81;-;-;-;-;-;53135,56;-;-;-;-;-;-;-;228,69;-;-;-;-;-;-;109,77;853,73;1033,47;-;-;-;-;-;-;-;-;11891,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70306,33
353205 Motuca;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;533,24;-;-;556,46;-;-;-;-;-;-;-;-;-;-;-;-;-;88,1;-;-;-;-;-;-;-;329,65;399,05;-;-;-;-;-;-;-;-;5271,93;-;2450;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;20518,53
353210 Murutinga do Sul;-;-;-;-;-;-;-;-;-;-;-;-;93,16;-;-;-;-;734,96;148,91;-;553,99;-;-;-;-;-;-;-;-;-;-;-;-;-;85,19;-;-;-;-;4250;-;-;322,05;389,85;-;-;-;-;-;-;-;-;4955,17;-;3500;-;13500;-;-;-;-;-;-;-;-;-;-;-;-;28533,28
353215 Nantes;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;292,88;-;-;307,31;-;-;-;-;-;-;-;-;-;-;-;-;-;45,85;-;-;-;-;1700;-;-;175,2;212,08;-;-;-;-;-;-;-;-;2384,42;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12707,83
353220 Narandiba;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;527,46;-;-;540,24;-;-;-;-;-;-;-;-;-;-;-;-;-;85,88;-;-;-;-;3400;-;-;320,86;388,41;-;-;-;-;-;-;-;-;4465,5;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;24118,45
353230 Natividade da Serra;-;-;-;-;-;-;-;-;-;-;-;-;145,22;-;-;-;-;969,18;-;-;976,8;-;-;-;-;-;-;-;-;-;-;-;-;-;151,27;-;-;-;-;-;-;-;570,4;690,48;-;-;-;-;-;-;-;-;7866,08;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;18869,43
353240 Nazaré Paulista;-;-;-;-;-;-;-;-;-;-;-;-;276,65;-;-;48;-;1970,76;-;-;2097,43;-;-;-;-;-;45836,64;-;-;-;-;-;-;-;335,96;-;-;-;-;-;-;-;1252,02;1515,6;-;-;-;-;-;-;-;-;17469,83;-;-;-;-;-;-;-;-;-;-;-;-;246,75;-;-;-;71049,64
353250 Neves Paulista;-;-;-;-;-;-;-;77,33;-;-;-;-;202,48;-;-;-;-;1655,61;-;-;1249,88;-;-;-;-;-;-;-;-;-;-;-;-;-;193,31;-;-;-;-;-;-;77,33;729,28;882,82;-;-;-;-;-;-;-;-;10052,25;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;30120,29
353260 Nhandeara;-;-;-;-;-;-;-;84,57;-;-;-;-;215,39;-;-;-;-;1862,88;-;-;1395,35;-;-;-;-;-;-;-;-;-;-;-;-;-;210,44;-;-;-;-;1700;-;84,57;801,01;969,64;-;-;-;-;-;-;-;-;10942,75;-;5600;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;40066,6
353270 Nipoã;-;-;-;-;-;-;-;29,68;-;-;-;-;90,1;-;-;-;-;617,21;-;-;469,15;-;-;-;-;-;-;-;-;-;-;-;-;-;74,21;-;-;-;-;-;-;29,68;277,8;336,28;-;-;-;-;-;-;-;-;3858,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5782,94
353280 Nova Aliança;-;-;-;-;-;-;-;42,73;-;-;-;-;116,74;-;-;-;-;895,96;-;-;679,94;-;-;-;-;-;-;-;-;-;-;-;-;-;106,83;-;-;-;-;-;-;42,73;400,74;485,11;-;-;-;-;-;-;-;-;5555,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8326,11
353282 Nova Campina;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;1032,16;-;-;1091,06;-;-;-;-;-;-;-;-;-;-;-;-;-;179,08;-;-;-;-;3400;-;-;661,91;801,26;-;-;-;-;-;-;-;-;9312,33;-;5250;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;32617,9
353284 Nova Canaã Paulista;-;-;-;-;-;-;-;20,03;-;-;-;-;90,1;-;-;-;-;323,44;-;-;330,55;-;-;-;-;-;-;-;-;-;-;-;-;-;48,35;-;-;-;-;1700;-;20,03;186,12;225,3;-;-;-;-;-;-;-;-;2514,42;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12958,34
353286 Nova Castilho;-;-;-;-;-;-;-;8,55;-;-;-;-;90,09;-;-;-;-;131,21;-;-;138,6;-;-;-;-;-;-;-;-;-;-;-;-;-;21,38;-;-;-;-;1700;-;8,55;80,75;97,75;-;-;-;-;-;-;-;-;1111,5;-;700;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;9488,38
353290 Nova Europa;-;-;-;-;-;-;-;-;-;-;-;-;118,82;-;-;-;-;1413,75;-;-;1086,25;-;-;-;-;-;-;-;-;-;-;-;-;-;177,38;-;-;-;-;1700;-;-;656,69;794,94;-;-;-;-;-;-;-;-;9223,5;-;4550;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;35921,33
353300 Nova Granada;-;-;-;-;-;-;-;152,93;-;-;-;-;318,04;-;-;-;-;3202,22;-;-;2430,31;-;-;-;-;-;-;-;-;-;-;-;-;-;382,31;-;-;-;-;-;-;152,93;1433,71;1735,54;-;-;-;-;-;-;-;-;19880,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29688,24
353310 Nova Guataporanga;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;272,79;78,26;-;285,04;-;-;-;-;-;-;-;-;-;-;-;-;-;42,88;-;-;-;-;1700;-;-;163,32;197,7;-;-;-;-;-;-;-;-;2274,09;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12254,18
353320 Nova Independência;-;-;-;-;-;-;-;17,55;-;-;-;-;90,09;-;-;-;-;285,16;-;-;286,55;-;-;-;-;-;-;-;-;-;-;-;-;-;43,88;-;-;-;-;2550;-;17,55;166,09;201,06;-;-;-;-;-;-;-;-;2492,75;-;2100;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;16350,68
353330 Nova Luzitânia;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;364,47;-;-;382,39;-;-;-;-;-;-;-;-;-;-;-;-;-;58,63;-;-;-;-;1700;-;-;221,83;268,52;-;-;-;-;-;-;-;-;3048,5;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13634,44
353340 Nova Odessa;-;-;-;-;-;-;-;392,4;-;-;120;-;593,66;-;-;296;-;5704,7;-;-;6123,98;-;2,36;-;-;-;119744,03;-;-;-;-;-;-;-;981;-;-;-;-;-;-;470,88;3655,92;4425,58;-;-;-;-;-;-;-;-;54582,84;-;-;-;-;80;-;21,92;-;-;55;-;-;1157,4;-;-;54,6;198462,27
353325 Novais;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;430,1;-;-;449,21;-;-;-;-;-;-;-;-;-;-;-;-;-;68,96;-;-;-;-;-;-;-;260,77;315,68;-;-;-;-;-;-;-;-;3585,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5200,65
353350 Novo Horizonte;-;-;-;-;-;-;-;280,63;-;-;-;-;619,91;-;-;-;-;6021,93;-;-;4543,55;-;-;-;-;-;-;-;-;-;-;-;-;-;701,58;-;-;-;-;-;-;336,76;2648,2;3205,72;-;-;-;-;-;-;-;-;36482,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54840,61
353360 Nuporanga;-;-;-;-;-;-;-;55,29;-;-;-;-;113,48;-;-;-;-;1176,64;-;-;889,49;-;-;-;-;-;-;-;-;-;-;-;-;-;138,23;-;-;-;-;-;-;55,29;520,6;630,2;-;-;-;-;-;-;-;-;7187,92;-;1400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12167,14
353370 Ocauçu;-;-;-;-;-;-;-;34,33;-;-;-;-;90,1;-;-;-;-;553,83;-;-;566,36;-;-;-;-;-;-;-;-;-;-;-;-;-;84,83;-;-;-;-;-;-;34,33;323,71;391,86;-;-;-;-;-;-;-;-;4411,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6490,68
353380 Óleo;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;408,97;-;-;419,79;-;-;-;-;-;-;-;-;-;-;-;-;-;64,9;-;-;-;-;-;-;-;244,86;296,41;-;-;-;-;-;-;-;-;3374,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4899,61
353390 Olímpia;-;-;-;-;-;10;-;-;-;-;800;-;849,84;-;-;2819,96;-;8555,11;-;-;6458,38;-;23,6;-;-;-;237742,52;-;-;-;-;-;-;-;999,15;-;-;-;-;-;-;-;3768,89;4562,34;-;-;-;32,5;-;-;-;-;51955,58;-;-;-;-;610;-;-;-;-;-;-;-;2270,51;-;-;-;321458,38
353400 Onda Verde;-;-;-;-;-;-;-;31,49;-;-;-;-;90,1;-;-;-;-;476,72;-;-;494,04;-;-;-;-;-;-;-;-;-;-;-;-;-;78,73;-;-;-;-;-;-;31,49;293,95;355,83;-;-;-;-;-;-;-;-;4093,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5946,27
353410 Oriente;-;-;-;-;-;-;-;46,68;-;-;-;-;102,95;-;-;-;-;753,91;-;-;770,14;-;-;-;-;-;-;-;-;-;-;-;-;-;110,58;-;-;-;-;3400;-;46,68;428,45;518,65;-;-;-;-;-;-;-;-;5750,33;-;4550;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;27278,37
353420 Orindiúva;-;-;-;-;-;-;-;40,5;-;-;-;-;90,1;-;-;-;-;805,62;-;-;619,3;-;-;-;-;-;-;-;-;-;-;-;-;-;101,25;-;-;-;-;-;-;40,5;374,7;453,58;-;-;-;-;-;-;-;-;5265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7790,55
353430 Orlândia;-;-;-;-;-;-;-;324,49;-;-;-;-;528,24;-;-;-;-;6780,82;-;-;5148,96;-;-;-;-;-;-;-;-;-;-;-;-;-;811,23;-;-;-;-;-;-;324,49;3040,63;3680,77;-;-;-;-;-;-;-;-;42183,92;-;8400;-;20800;-;-;-;-;-;-;-;-;-;-;-;-;92023,55
353440 Osasco;-;-;-;-;-;80;-;-;-;-;3760;-;7305;-;-;16428,96;-;112531,68;16447,96;-;93305,16;-;80,24;-;-;-;1881581,19;-;82197,5;-;31337,04;-;-;-;14696,88;-;15200;-;-;-;-;-;55090,42;66688,4;-;-;-;-;-;-;-;-;764237,5;10000;18550;8800;54000;6040;-;753,5;-;-;200;-;109000;8924,96;-;-;-;3377236,39
353450 Oscar Bressane;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;346,47;-;-;351,73;-;-;-;-;-;-;-;-;-;-;-;-;-;53,44;-;-;-;-;1700;-;-;202,83;245,53;-;-;-;-;-;-;-;-;3043,8;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13533,9
353460 Osvaldo Cruz;-;-;-;-;-;-;-;250,88;-;-;880;-;613,68;-;-;27;-;5464,18;-;-;4107,54;-;155,76;-;-;-;109363,26;-;-;-;-;-;-;-;627,19;-;-;-;-;1700;-;301,05;2376,82;2877,2;-;-;-;-;-;-;-;-;32613,75;-;14700;-;5400;360;1140;13,7;-;-;5;-;-;402,8;-;-;-;183379,81
353470 Ourinhos;-;-;56000;1215;-;50;-;870,4;-;-;3480;-;1559,05;-;-;485;-;12681,35;-;-;13622,26;-;370,52;-;-;-;730249,37;-;-;-;-;-;-;-;2176;-;-;-;-;1700;-;1044,48;8117,2;9826,08;-;-;-;-;-;-;-;-;113152;-;18900;-;21600;1080;-;-;240;-;655;-;-;6254,9;135340,9;-;134,4;1140803,91
353480 Ouro Verde;-;-;-;-;-;-;-;-;-;-;-;-;124,16;-;-;-;-;949,5;-;-;985,19;-;-;-;-;-;-;-;-;-;-;-;-;-;149,63;-;-;-;-;-;-;-;568,1;687,7;-;-;-;-;-;-;-;-;7780,5;-;3850;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;25894,78
353475 Ouroeste;-;-;-;-;-;-;-;59,45;-;-;-;-;126,98;-;-;-;-;1224,36;-;-;921,94;-;-;-;-;-;-;-;-;-;-;-;-;-;148,63;-;-;-;-;-;-;59,45;552,66;669,01;-;-;-;-;-;-;-;-;7728,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11490,98
353490 Pacaembu;-;-;-;-;-;-;-;105,12;-;-;160;-;263,9;-;-;41;-;2299,87;-;-;1727,69;-;59;-;-;-;39437,26;-;-;-;-;-;-;-;262,79;-;-;-;-;-;-;105,12;997,18;1207,12;-;-;-;-;-;-;-;-;13665,17;-;6300;-;5400;390;-;-;-;-;15;-;-;265,2;-;-;-;72701,42
353500 Palestina;-;-;-;-;-;-;-;76,3;-;-;-;-;206,49;-;-;-;-;1671,45;-;-;1254,96;-;-;-;-;-;-;-;-;-;-;-;-;-;190,75;-;-;-;-;-;-;76,3;724,06;876,49;-;-;-;-;-;-;-;-;9919;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14995,8
353510 Palmares Paulista;-;-;-;-;-;-;-;76,13;-;-;-;-;98,05;-;-;-;-;1591,04;-;-;1207,39;-;-;-;-;-;-;-;-;-;-;-;-;-;190,33;-;-;-;-;-;-;76,13;713,29;863,46;-;-;-;-;-;-;-;-;9897,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14713,15
